City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
402,Deep River,CA,2020-05-28 05:02:32,46.1,-77.5,75.2,60,1,2.24
403,Mahina,PF,2020-05-28 05:02:32,-17.51,-149.49,80.6,78,75,5.82
404,Hammerfest,NO,2020-05-28 05:02:33,70.66,23.68,41.0,93,75,13.87
405,Zwedru,LR,2020-05-28 05:02:33,6.07,-8.13,73.2,98,100,3.4
406,Cabo San Lucas,MX,2020-05-28 05:00:23,22.89,-109.91,78.01,72,5,11.41
407,Kavieng,PG,2020-05-28 05:02:33,-2.57,150.8,83.44,73,100,5.44
408,Leshukonskoye,RU,2020-05-28 05:02:33,64.9,45.76,58.23,56,44,3.85
409,Puerto Escondido,MX,2020-05-28 05:02:33,15.85,-97.07,81.28,74,58,8.1
410,Lexington,US,2020-05-28 05:02:33,37.99,-84.48,71.01,94,90,9.53
411,Isla Vista,US,2020-05-28 05:02:33,34.41,-119.86,66.2,93,90,8.05
412,Salinopolis,BR,2020-05-28 05:02:34,-0.61,-47.36,79.12,86,84,8.57
413,Arman,RU,2020-05-28 05:02:34,59.7,150.17,41.79,68,80,6.38
414,Rundu,NA,2020-05-28 05:02:34,-17.93,19.77,48.2,49,0,2.24
415,Mana,GF,2020-05-28 05:02:34,5.66,-53.78,78.04,88,82,9.08
416,Fare,PF,2020-05-28 05:02:34,-16.7,-151.02,81.99,76,25,10.18
417,Haines Junction,CA,2020-05-28 05:02:34,60.75,-137.51,58.51,36,76,3.15
418,Quatre Cocos,MU,2020-05-28 05:02:34,-20.21,57.76,78.01,73,40,12.75
419,Khorixas,NA,2020-05-28 05:02:35,-20.37,14.97,55.47,38,0,4.05
420,Anda,CN,2020-05-28 05:02:35,46.4,125.32,78.75,22,0,10.4
421,Sorland,NO,2020-05-28 05:02:35,67.67,12.69,44.6,93,75,13.87
422,Cortland,US,2020-05-28 05:02:35,42.6,-76.08,68.0,100,1,7.78
423,Paamiut,GL,2020-05-28 05:00:24,61.99,-49.67,34.39,90,94,19.24
424,Kano,NG,2020-05-28 05:02:35,12.0,8.52,78.8,69,99,6.93
425,Husavik,IS,2020-05-28 05:02:35,66.04,-17.34,50.0,53,40,33.33
426,Kutum,SD,2020-05-28 05:02:36,14.2,24.67,72.59,18,1,6.89
427,Gamba,GA,2020-05-28 05:02:36,-2.65,10.0,75.99,89,93,6.49
428,Beringovskiy,RU,2020-05-28 05:02:36,63.05,179.32,36.3,84,65,10.76
429,Seoul,KR,2020-05-28 05:00:01,37.57,126.98,73.4,46,40,11.41
430,Samana,DO,2020-05-28 05:02:36,19.21,-69.34,76.55,87,100,2.28
431,Kamenka,RU,2020-05-28 05:02:36,51.32,42.77,61.0,76,16,11.99
432,Sikeston,US,2020-05-28 05:00:08,36.88,-89.59,73.4,88,1,5.82
433,Batagay-Alyta,RU,2020-05-28 05:02:36,67.8,130.41,33.84,86,100,13.22
434,Pochutla,MX,2020-05-28 05:02:37,15.74,-96.47,82.99,59,39,4.79
435,Sayyan,YE,2020-05-28 05:02:37,15.17,44.32,66.99,35,3,13.51
436,Oshkosh,US,2020-05-28 05:01:01,44.02,-88.54,71.6,83,90,5.82
437,Goderich,CA,2020-05-28 05:01:16,43.75,-81.72,70.0,81,99,11.77
438,Burla,IN,2020-05-28 05:02:37,21.5,83.87,95.0,56,3,1.12
439,Srednekolymsk,RU,2020-05-28 05:02:37,67.45,153.68,61.07,29,0,18.41
440,Badnawar,IN,2020-05-28 05:02:37,23.02,75.22,89.6,55,0,17.22
441,Yinchuan,CN,2020-05-28 05:02:38,38.47,106.27,83.21,13,0,10.6
442,Placido De Castro,BR,2020-05-28 05:02:38,-10.34,-67.19,65.3,82,99,1.92
443,Price,US,2020-05-28 05:02:38,39.6,-110.81,71.6,35,1,8.05
444,Chernyshevskiy,RU,2020-05-28 05:02:38,63.01,112.47,42.19,58,100,11.05
445,Biltine,TD,2020-05-28 05:02:38,14.53,20.92,80.35,15,87,13.31
446,Bogovarovo,RU,2020-05-28 05:02:38,58.98,47.02,54.09,83,21,6.24
447,Malkara,TR,2020-05-28 04:58:38,40.89,26.9,51.84,86,28,7.07
448,Aulla,IT,2020-05-28 05:02:39,44.21,9.97,64.0,74,0,3.36
449,Tynda,RU,2020-05-28 05:02:39,55.17,124.72,72.54,38,100,10.09
450,Gorontalo,ID,2020-05-28 05:02:39,0.54,123.06,84.94,80,83,4.14
451,Dannenberg,DE,2020-05-28 05:02:39,53.1,11.09,53.01,69,0,1.99
452,Tamale,GH,2020-05-28 05:02:39,9.4,-0.84,79.11,81,74,5.48
453,Kimbe,PG,2020-05-28 05:02:40,-5.55,150.14,80.89,81,100,3.56
454,Seguin,US,2020-05-28 05:01:18,29.57,-97.96,69.8,77,20,11.41
455,Santiago,CL,2020-05-28 05:00:01,-33.46,-70.65,53.6,87,98,4.7
456,Orebro,SE,2020-05-28 04:59:38,59.27,15.21,55.99,66,35,6.93
457,Siavonga,ZM,2020-05-28 05:02:40,-16.54,28.71,65.95,40,0,6.22
458,Prince Rupert,CA,2020-05-28 05:02:40,54.32,-130.32,59.0,54,90,3.36
459,Slidell,US,2020-05-28 05:02:40,30.28,-89.78,73.0,88,75,4.7
460,Mutuipe,BR,2020-05-28 05:02:41,-13.23,-39.5,71.46,96,73,5.82
461,Linjiang,CN,2020-05-28 05:02:41,41.81,126.91,72.97,42,6,2.01
462,Mansar,IN,2020-05-28 05:02:41,21.4,79.25,102.2,21,0,11.41
463,Mingyue,CN,2020-05-28 05:02:41,43.11,128.92,71.01,42,33,3.71
464,Tomatlan,MX,2020-05-28 05:02:41,19.93,-105.25,67.23,93,0,1.61
465,Puerto Colombia,CO,2020-05-28 05:02:41,10.99,-74.95,82.4,83,40,3.36
466,Kieta,PG,2020-05-28 05:02:41,-6.22,155.63,85.03,67,45,3.67
467,Sur,OM,2020-05-28 05:02:41,22.57,59.53,97.03,36,1,3.87
468,Gardendale,US,2020-05-28 05:02:42,33.66,-86.81,64.4,93,90,4.7
469,Half Moon Bay,US,2020-05-28 05:02:42,37.46,-122.43,64.4,93,90,4.7
470,Riachao Das Neves,BR,2020-05-28 05:02:42,-11.75,-44.91,68.86,91,12,0.81
471,Taksimo,RU,2020-05-28 05:02:42,56.34,114.88,55.06,38,79,9.89
472,Penzance,GB,2020-05-28 04:57:57,50.12,-5.54,59.0,87,48,16.11
473,Souillac,MU,2020-05-28 05:02:42,-20.52,57.52,77.0,73,40,12.75
474,Cape Coast,GH,2020-05-28 05:02:43,5.11,-1.25,79.29,87,98,7.96
475,Itarema,BR,2020-05-28 05:02:43,-2.92,-39.92,75.81,90,4,8.52
476,Kalmunai,LK,2020-05-28 05:02:43,7.42,81.82,88.57,64,37,8.41
477,Zabid,YE,2020-05-28 05:02:43,14.2,43.32,90.57,60,11,6.2
478,Sisimiut,GL,2020-05-28 05:02:43,66.94,-53.67,31.51,94,18,7.02
479,Porangatu,BR,2020-05-28 05:02:43,-13.44,-49.15,64.17,73,0,2.59
480,Swan Hill,AU,2020-05-28 05:02:44,-35.34,143.55,64.9,50,0,6.42
481,Butajira,ET,2020-05-28 05:02:44,8.12,38.37,65.39,65,48,2.82
482,Cheltenham,GB,2020-05-28 05:02:44,51.9,-2.08,53.01,79,77,3.0
483,Rancharia,BR,2020-05-28 05:02:44,-22.23,-50.89,52.75,79,0,5.01
484,Nesna,NO,2020-05-28 05:02:44,66.2,13.02,44.6,87,75,16.11
485,Roebourne,AU,2020-05-28 05:02:44,-20.78,117.13,76.75,40,47,12.12
486,Petropavlovsk-Kamchatskiy,RU,2020-05-28 04:58:41,53.05,158.65,42.8,75,75,13.42
487,Nara,JP,2020-05-28 05:01:09,34.69,135.8,82.99,29,40,11.41
488,Payo,ID,2020-05-28 05:02:45,-3.75,103.64,89.94,56,100,3.83
489,Tocopilla,CL,2020-05-28 05:02:45,-22.09,-70.2,60.15,67,19,2.57
490,Valparaiso,CL,2020-05-28 05:02:37,-33.04,-71.63,55.4,93,90,4.7
491,Olafsvik,IS,2020-05-28 05:02:45,64.89,-23.71,45.55,89,100,24.45
492,Longyearbyen,SJ,2020-05-28 05:02:46,78.22,15.64,44.6,65,75,3.36
493,Gijon,ES,2020-05-28 05:02:46,43.54,-5.66,61.0,85,0,3.0
494,George,ZA,2020-05-28 05:02:46,-33.96,22.46,59.0,51,0,10.29
495,Longonjo,AO,2020-05-28 05:02:46,-12.91,15.25,55.56,59,46,1.9
496,Teguldet,RU,2020-05-28 05:02:46,57.31,88.17,54.73,42,100,7.74
497,Berdigestyakh,RU,2020-05-28 05:02:46,62.1,126.7,54.86,57,100,14.72
498,Marienburg,PL,2020-05-28 05:00:32,54.04,19.03,54.0,100,100,5.95
499,Habiganj,BD,2020-05-28 05:02:46,24.38,91.42,84.2,70,40,3.36
500,Kuressaare,EE,2020-05-28 05:02:47,58.25,22.5,55.0,76,100,10.29
501,Kita,ML,2020-05-28 05:02:47,13.03,-9.49,80.24,60,37,2.42
502,New Ulm,US,2020-05-28 05:02:47,44.31,-94.46,63.0,88,1,1.77
503,Rabo De Peixe,PT,2020-05-28 05:02:47,37.8,-25.58,60.8,77,20,17.22
504,Katobu,ID,2020-05-28 05:02:47,-4.94,122.53,85.08,79,89,5.37
505,Verkhnetulomskiy,RU,2020-05-28 05:02:47,68.61,31.8,41.0,100,75,2.24
506,Sovetskiy,RU,2020-05-28 05:02:47,61.36,63.58,59.72,76,92,11.32
507,Sangar,RU,2020-05-28 05:02:47,63.92,127.47,51.1,61,100,10.47
508,Oranjemund,NA,2020-05-28 05:01:07,-28.55,16.43,53.62,73,0,12.55
509,Ozinki,RU,2020-05-28 05:02:48,51.18,49.68,65.03,71,35,12.44
510,Martapura,ID,2020-05-28 05:02:48,-3.42,114.85,78.8,88,75,8.05
511,Baruun-Urt,MN,2020-05-28 05:02:48,46.68,113.28,81.66,18,74,11.32
512,Manohar Thana,IN,2020-05-28 05:02:48,24.24,76.8,104.05,18,0,18.77
513,Japura,ID,2020-05-28 05:02:48,-0.32,102.35,92.44,55,84,1.7
514,Pacific Grove,US,2020-05-28 05:02:48,36.62,-121.92,59.0,82,1,4.7
515,Vestmannaeyjar,IS,2020-05-28 05:02:48,63.44,-20.27,46.87,91,70,13.13
516,Muisne,EC,2020-05-28 05:02:49,0.6,-80.03,75.99,86,98,10.56
517,Yei,SS,2020-05-28 05:00:12,4.09,30.68,69.89,93,96,4.27
518,Hokitika,NZ,2020-05-28 05:02:49,-42.72,170.97,51.51,83,0,2.91
519,General Roca,AR,2020-05-28 05:02:49,-39.03,-67.58,48.2,49,30,9.48
520,Camacha,PT,2020-05-28 05:02:49,33.08,-16.33,62.6,82,40,6.93
521,Coquimbo,CL,2020-05-28 05:02:50,-29.95,-71.34,57.2,71,70,8.05
522,Songea,TZ,2020-05-28 05:02:50,-10.68,35.65,62.6,100,20,1.97
523,Bogorodskoye,RU,2020-05-28 05:02:50,56.55,37.88,57.29,74,99,6.08
524,Vao,NC,2020-05-28 05:02:50,-22.67,167.48,73.71,79,88,13.58
525,Waipawa,NZ,2020-05-28 05:01:41,-41.41,175.52,52.0,74,18,1.99
526,Iskateley,RU,2020-05-28 05:02:50,67.68,53.15,56.41,51,100,4.85
527,Timaru,NZ,2020-05-28 05:02:50,-44.4,171.25,46.99,95,12,6.6
528,Katsuura,JP,2020-05-28 05:02:50,35.13,140.3,77.0,53,75,9.17
529,Marsabit,KE,2020-05-28 05:02:51,2.33,37.99,65.17,89,88,17.72
530,Huarmey,PE,2020-05-28 05:02:51,-10.07,-78.15,65.79,86,69,2.39
531,Leninskoye,RU,2020-05-28 05:02:51,47.94,132.62,79.63,34,22,9.4
532,Hun,LY,2020-05-28 05:02:51,29.13,15.95,63.45,62,1,6.71
533,Zakharovo,RU,2020-05-28 05:02:51,54.37,39.28,60.01,58,0,3.0
534,Iwanai,JP,2020-05-28 05:02:51,42.97,140.51,61.45,61,38,6.2
535,Broken Hill,AU,2020-05-28 05:02:51,-31.95,141.43,66.2,37,40,8.05
536,Teahupoo,PF,2020-05-28 05:02:52,-17.83,-149.27,80.6,78,75,5.82
537,Port Macquarie,AU,2020-05-28 05:02:52,-31.43,152.92,70.0,75,8,8.86
538,Tabou,CI,2020-05-28 05:02:52,4.42,-7.35,75.79,92,100,9.69
539,Ossora,RU,2020-05-28 05:02:52,59.24,163.07,37.47,84,82,8.03
540,Yarada,IN,2020-05-28 05:02:52,17.65,83.27,91.4,70,40,11.41
541,Noumea,NC,2020-05-28 05:02:52,-22.28,166.46,82.4,61,20,5.82
542,Aklavik,CA,2020-05-28 05:02:52,68.22,-135.01,57.2,26,20,8.05
543,Galle,LK,2020-05-28 04:58:52,6.04,80.22,82.83,82,100,12.62
544,Terrace,CA,2020-05-28 05:02:53,54.52,-128.6,59.0,44,75,10.29
545,Pinawa,CA,2020-05-28 05:02:53,50.15,-95.88,52.38,60,0,5.79
546,Saint Anthony,US,2020-05-28 05:02:53,45.02,-93.22,66.99,72,1,1.05
547,Sao Lourenco Do Sul,BR,2020-05-28 05:02:53,-31.37,-51.98,51.3,81,0,5.79
548,Puerto Lumbreras,ES,2020-05-28 05:02:53,37.56,-1.81,61.0,61,0,1.01
549,Mahibadhoo,MV,2020-05-28 05:02:01,3.78,72.97,83.98,78,59,14.03
550,Gua Musang,MY,2020-05-28 05:02:54,4.88,101.96,97.18,46,96,0.11
551,Mwingi,KE,2020-05-28 05:02:54,-0.93,38.06,69.06,76,45,5.48
552,Pouembout,NC,2020-05-28 05:02:54,-21.13,164.9,77.76,69,93,4.12
553,Bac Lieu,VN,2020-05-28 05:02:54,9.29,105.72,92.23,55,99,10.92
554,Wanning,CN,2020-05-28 05:02:54,18.8,110.4,85.59,73,97,5.21
555,Shenjiamen,CN,2020-05-28 05:02:54,29.96,122.3,73.76,69,55,9.31
556,Abha,SA,2020-05-28 05:02:55,18.22,42.51,68.0,52,0,9.26
557,Karratha,AU,2020-05-28 05:02:55,-20.74,116.85,76.91,40,37,12.24
558,Anito,PH,2020-05-28 05:02:55,12.45,125.29,87.87,66,53,11.9
559,Estelle,US,2020-05-28 05:02:55,29.85,-90.11,77.0,99,1,2.57
560,Dicabisagan,PH,2020-05-28 05:02:55,17.08,122.42,87.85,71,42,9.95
561,Bradut,RO,2020-05-28 05:02:55,46.13,25.62,48.0,94,80,1.01
562,Hualmay,PE,2020-05-28 05:02:55,-11.1,-77.61,64.74,85,23,3.51
563,Almaznyy,RU,2020-05-28 05:02:56,48.04,40.05,66.2,68,20,20.13
564,Clyde River,CA,2020-05-28 05:02:56,70.47,-68.59,26.6,100,90,16.11
565,Kotelnich,RU,2020-05-28 05:02:56,58.31,48.35,54.64,80,2,7.83
566,Drayton Valley,CA,2020-05-28 05:02:56,53.22,-114.99,44.01,79,22,1.01
567,Sakassou,CI,2020-05-28 05:02:56,7.45,-5.29,75.0,100,97,4.0
568,Ambanja,MG,2020-05-28 05:02:57,-13.68,48.45,74.98,67,2,2.68
569,Saint-Joseph,RE,2020-05-28 05:02:57,-21.37,55.62,77.0,47,20,5.82
570,Khawhai,IN,2020-05-28 05:02:57,23.37,93.12,79.74,46,56,3.74
571,Sulphur,US,2020-05-28 05:02:57,30.24,-93.38,68.0,88,1,6.93
572,Lisala,CD,2020-05-28 05:02:57,2.15,21.52,73.36,88,67,0.51
573,Dubbo,AU,2020-05-28 05:02:57,-32.25,148.62,68.0,49,75,8.05
574,Rorvik,NO,2020-05-28 05:02:57,64.86,11.24,46.22,80,100,21.77
575,Muzaffarpur,IN,2020-05-28 04:58:09,26.12,85.4,84.2,66,40,9.17
576,Wenling,CN,2020-05-28 05:02:58,28.37,121.36,71.82,76,99,3.11
577,Nador,MA,2020-05-28 05:00:35,35.17,-2.93,68.0,88,90,10.29
578,Gherla,RO,2020-05-28 05:02:58,47.03,23.92,52.0,81,40,6.93
579,Mendi,PG,2020-05-28 05:02:58,-6.18,143.65,65.35,92,95,2.89
580,Luanda,AO,2020-05-28 05:00:15,-8.84,13.23,73.4,88,20,4.7
581,Qui Nhon,VN,2020-05-28 05:02:58,13.77,109.23,88.92,59,36,9.89
582,Conchagua,SV,2020-05-28 05:02:59,13.31,-87.86,76.89,88,100,1.61
583,Barcelos,PT,2020-05-28 05:02:59,41.54,-8.62,71.01,77,0,4.79
584,La Grande,US,2020-05-28 04:59:36,45.32,-118.09,60.8,44,1,6.93
585,Diego De Almagro,CL,2020-05-28 05:02:59,-26.37,-70.05,47.86,73,0,2.42
586,Urubicha,BO,2020-05-28 05:02:59,-15.38,-62.95,59.81,65,56,2.21
587,Magaria,NE,2020-05-28 05:02:59,13.0,8.91,82.22,46,58,6.46
588,Fortuna Foothills,US,2020-05-28 05:02:59,32.66,-114.41,90.0,13,1,9.17
589,Monaragala,LK,2020-05-28 05:03:00,6.87,81.35,88.25,64,68,10.13
590,Pau Brasil,BR,2020-05-28 05:03:00,-15.46,-39.65,67.64,94,76,2.62
591,Annau,TM,2020-05-28 05:03:00,37.89,58.52,82.4,39,20,18.34
592,Vanavara,RU,2020-05-28 05:03:00,60.34,102.28,50.52,45,72,7.49
593,Sobolevo,RU,2020-05-28 05:03:00,54.43,31.9,56.28,77,81,1.21
594,Perigueux,FR,2020-05-28 05:03:00,45.18,0.72,63.0,63,0,4.88
595,Qaqortoq,GL,2020-05-28 05:03:00,60.72,-46.03,37.4,87,58,4.41
596,Alampur,IN,2020-05-28 04:58:38,15.88,78.15,102.54,24,61,12.12
597,Port-Gentil,GA,2020-05-28 05:03:01,-0.72,8.78,79.23,84,100,12.93
598,Maceio,BR,2020-05-28 05:03:01,-9.67,-35.74,77.0,94,49,4.7
599,Bonavista,CA,2020-05-28 05:03:01,48.65,-53.11,39.99,69,94,5.99
600,Booue,GA,2020-05-28 05:03:01,-0.09,11.94,72.9,96,87,2.3
601,Elko,US,2020-05-28 05:03:01,41.0,-115.5,73.4,38,1,5.82
602,Road Town,VG,2020-05-28 04:59:39,18.42,-64.62,80.01,93,93,7.87
